       1.042057218184e-05       4.833537877006e+01 
       2.153886670642e-05       9.747362201905e+01 
       3.268909767047e-05       1.458510470239e+02 
       4.389360966560e-05       1.938889582120e+02 
       5.517504163347e-05       2.418297496509e+02 
       6.655647741098e-05       2.898526449666e+02 
       7.806160008815e-05       3.381080390785e+02 
       8.971485173381e-05       3.867317599690e+02 
       1.015416000577e-04       4.358522988261e+02 
       1.135683135944e-04       4.855951126656e+02 
       1.258227470089e-04       5.360854132908e+02 
       1.383341381309e-04       5.874502414895e+02 
       1.511334183103e-04       6.398201292864e+02 
       1.642534376470e-04       6.933305417713e+02 
       1.777292065543e-04       7.481231323958e+02 
       1.915981549622e-04       8.043469663910e+02 
       2.059004102092e-04       8.621597752345e+02 
       2.206790942922e-04       9.217291487771e+02 
       2.359806405844e-04       9.832336406768e+02 
       2.518551293447e-04       1.046864146566e+03 
       2.683566402635e-04       1.112825024865e+03 
       2.855436188331e-04       1.181335330456e+03 
       3.034792514150e-04       1.252630063929e+03 
       3.222318413992e-04       1.326961277902e+03 
       3.418751757109e-04       1.404598999659e+03 
       3.624888670412e-04       1.485832268170e+03 
       3.841586524861e-04       1.570969724647e+03 
       4.069766238055e-04       1.660339716911e+03 
       4.310413583507e-04       1.754290174567e+03 
       4.564579131520e-04       1.853187813614e+03 
       4.833376382105e-04       1.957416256014e+03 
       5.117977595172e-04       2.067373921512e+03 
       5.419606789066e-04       2.183469795768e+03 
       5.739529380982e-04       2.306118594222e+03 
       6.079038000506e-04       2.435734153878e+03 
       6.439434140138e-04       2.572721395167e+03 
       6.822005531130e-04       2.717466836624e+03 
       7.227999457595e-04       2.870327452659e+03 
       7.658592639536e-04       3.031618951275e+03 
       8.114858796475e-04       3.201603240382e+03 
       8.597735492062e-04       3.380476330146e+03 
       9.107992276717e-04       3.568356846669e+03 
       9.646202397984e-04       3.765276693212e+03 
       1.021272035255e-03       3.971166951734e+03 
       1.080766725867e-03       4.185829729355e+03 
       1.143092543721e-03       4.409054076691e+03 
       1.208214277239e-03       4.640495032544e+03 
       1.276074650495e-03       4.879724721178e+03 
       1.346596524099e-03       5.126244921651e+03 
       1.419685728195e-03       5.379499770521e+03 
       1.495234298737e-03       5.638891539095e+03 
       1.573123880411e-03       5.903794876444e+03 
       1.653229079821e-03       6.173571354342e+03 
       1.735420592934e-03       6.447582379803e+03 
       1.819567981551e-03       6.725199670442e+03 
       1.905542025563e-03       7.005813653277e+03 
       1.993216624032e-03       7.288842239751e+03 
       2.082470254812e-03       7.573734642826e+03 
       2.173187028069e-03       7.859974058721e+03 
       2.265257384368e-03       8.147080173473e+03 
       2.358578494711e-03       8.434611664533e+03 
       2.453054420266e-03       8.722161065250e+03 
       2.548596085665e-03       9.009358445162e+03 
       2.645121113466e-03       9.295867571436e+03 
       2.742553560125e-03       9.581384657158e+03 
       2.840823586413e-03       9.865634817746e+03 
       2.939867088395e-03       1.014837247729e+04 
       3.039625309031e-03       1.042937594857e+04 
       3.140044445364e-03       1.070844984291e+04 
       3.241075262077e-03       1.098541638939e+04 
       3.342672718886e-03       1.126012077660e+04 
       3.444795616633e-03       1.153242341096e+04 
       3.547406265011e-03       1.180220353888e+04 
       3.650470173359e-03       1.206935035312e+04 
       3.753955764953e-03       1.233377197040e+04 
       3.857834114433e-03       1.259538491442e+04 
       3.962078707561e-03       1.285411429256e+04 
       4.066665222125e-03       1.310990205537e+04 
       4.171571328677e-03       1.336268861778e+04 
       4.276776509651e-03       1.361242955628e+04 
       4.382261895431e-03       1.385910289464e+04 
       4.488010115928e-03       1.410265232706e+04 
       4.594005166298e-03       1.434306329289e+04 
       4.700232285520e-03       1.458030572154e+04 
       4.806677846609e-03       1.481432334216e+04 
       4.913329257361e-03       1.504521636213e+04 
       5.020174870596e-03       1.527288922609e+04 
       5.127203902971e-03       1.549735235630e+04 
       5.234406361513e-03       1.571856549993e+04 
       5.341772977097e-03       1.593667777336e+04 
       5.449295144187e-03       1.615157586091e+04 
       5.556964866198e-03       1.636326069418e+04 
       5.664774705932e-03       1.657100869458e+04 
       5.772717740579e-03       1.677631371659e+04 
       5.880787520818e-03       1.697844771373e+04 
       5.988978033634e-03       1.717739192661e+04 
       6.097283668463e-03       1.737314438594e+04 
       6.205699186353e-03       1.756589799868e+04 
       6.314219691841e-03       1.775541228568e+04 
       6.422840607290e-03       1.794205321750e+04 
       6.531557649442e-03       1.812549573303e+04 
       6.640366807981e-03       1.830605938931e+04 
       6.749264325913e-03       1.848327238047e+04 
       6.858246681600e-03       1.865736017215e+04 
       6.967310572279e-03       1.882862780178e+04 
       7.076452898950e-03       1.899697452097e+04 
       7.185670752489e-03       1.916228782994e+04 
       7.294961400883e-03       1.932439902273e+04 
       7.404322277495e-03       1.948394753930e+04 
       7.513750970245e-03       1.964033771994e+04 
       7.623245211654e-03       1.979394178080e+04 
       7.732802869653e-03       1.994462950198e+04 
       7.842421939101e-03       2.009321131040e+04 
       7.952100533956e-03       2.023828531672e+04 
       8.061836880029e-03       2.038062322880e+04 
       8.171629308290e-03       2.052014318277e+04 
       8.281476248665e-03       2.065695467654e+04 
       8.391376224292e-03       2.079105300421e+04 
       8.501327846199e-03       2.092242849148e+04 
       8.611329808362e-03       2.105111821513e+04 
       8.721380883120e-03       2.117715396523e+04 
       8.831479916925e-03       2.130057449682e+04 
       8.941625826379e-03       2.142132997779e+04 
       9.051817594560e-03       2.153950180955e+04 
       9.162054267602e-03       2.165512555670e+04 
       9.272334951508e-03       2.176821378684e+04 
       9.382658809191e-03       2.187879943291e+04 
       9.493025057709e-03       2.198683776173e+04 
       9.603432965696e-03       2.209243107738e+04 
       9.713881850962e-03       2.219556378689e+04 
       9.824371078259e-03       2.229627786842e+04 
       9.934900057197e-03       2.239456141075e+04 
       1.004546824029e-02       2.249046369903e+04 
       1.015607512117e-02       2.258402473828e+04 
       1.026672023284e-02       2.267526936606e+04 
       1.037740314616e-02       2.276404866795e+04 
       1.048812346831e-02       2.285064619853e+04 
       1.059888084147e-02       2.293493115734e+04 
       1.070967494149e-02       2.301697219493e+04 
       1.082050547672e-02       2.309673940286e+04 
       1.093137218688e-02       2.317428128536e+04 
       1.104227484203e-02       2.324969439592e+04 
       1.115321324159e-02       2.332291064736e+04 
       1.126418721344e-02       2.339397857236e+04 
       1.137519661307e-02       2.346299310666e+04 
       1.148624132281e-02       2.352969086895e+04 
       1.159732125110e-02       2.359445918341e+04 
       1.170843633182e-02       2.365617716182e+04 
       1.181958652365e-02       2.371769325460e+04 
       1.193077180949e-02       2.377628924510e+04 
       1.204199219595e-02       2.383283965592e+04 
       1.215324771284e-02       2.388742515346e+04 
       1.226453841272e-02       2.394004020274e+04 
       1.237586437046e-02       2.399070632345e+04 
       1.248722568290e-02       2.403946506962e+04 
       1.259862246849e-02       2.408567810876e+04 
       1.271005486697e-02       2.413127283494e+04 
       1.282152303908e-02       2.417436796167e+04 
       1.293302716630e-02       2.421568728646e+04 
       1.304456745067e-02       2.425509395271e+04 
       1.315614411454e-02       2.429259765567e+04 
       1.326775740041e-02       2.432850127344e+04 
       1.337940757081e-02       2.436189113677e+04 
       1.349109490813e-02       2.439466857733e+04 
       1.360281971456e-02       2.442528908438e+04 
       1.371458231199e-02       2.445317598757e+04 
       1.382638304194e-02       2.448137440820e+04 
       1.393822226556e-02       2.450681787839e+04 
       1.405010036358e-02       2.453049298147e+04 
       1.416201773634e-02       2.455266996108e+04 
       1.427397480377e-02       2.457326281960e+04 
       1.438597200548e-02       2.459219599710e+04 
       1.449800980079e-02       2.460956222288e+04 
       1.461008866883e-02       2.462548815068e+04 
       1.472220910859e-02       2.463968394547e+04 
       1.483437163908e-02       2.465151837861e+04 
       1.494657679942e-02       2.466368398700e+04 
       1.505882514903e-02       2.467211362197e+04 
       1.517111726773e-02       2.468156740471e+04 
       1.528345375598e-02       2.468725261383e+04 
       1.539583523502e-02       2.469289731843e+04 
       1.550826234711e-02       2.469697781133e+04 
       1.562073575577e-02       2.470009766576e+04 
       1.573325614598e-02       2.470021859375e+04 
       1.584582422446e-02       2.470096255172e+04 
       1.595844071993e-02       2.469906552572e+04 
       1.607110638343e-02       2.469546965070e+04 
       1.618382198860e-02       2.469208274508e+04 
       1.629658833199e-02       2.468560503992e+04 
       1.640940623341e-02       2.467904823071e+04 
       1.652227653630e-02       2.467174399649e+04 
       1.663520010806e-02       2.466127369372e+04 
       1.674817784047e-02       2.465077158109e+04 
       1.686121065008e-02       2.463987669807e+04 
       1.697429947861e-02       2.462593913506e+04 
       1.708744529341e-02       2.461173102100e+04 
       1.720064908792e-02       2.459633464739e+04 
       1.731391188209e-02       2.458073399314e+04 
       1.742723472294e-02       2.456305357499e+04 
       1.754061868501e-02       2.454427443325e+04 
       1.765406487090e-02       2.452340978665e+04 
       1.776757441183e-02       2.450332670932e+04 
       1.788114846818e-02       2.448131347827e+04 
       1.799478823008e-02       2.445755039490e+04 
       1.810849491804e-02       2.443335429496e+04 
       1.822226978352e-02       2.440811451525e+04 
       1.833611410960e-02       2.438196717332e+04 
       1.845002921169e-02       2.435459585086e+04 
       1.856401643812e-02       2.432713771017e+04 
       1.867807717095e-02       2.429798883806e+04 
       1.879221282663e-02       2.426705668874e+04 
       1.890642485682e-02       2.423606646205e+04 
       1.902071474911e-02       2.420409168332e+04 
       1.913508402788e-02       2.417170616445e+04 
       1.924953425509e-02       2.413834157047e+04 
       1.936406703119e-02       2.410290067174e+04 
       1.947868399595e-02       2.406788277609e+04 
       1.959338682942e-02       2.403123290267e+04 
       1.970817725287e-02       2.399382026152e+04 
       1.982305702976e-02       2.395562903900e+04 
       1.993802796671e-02       2.391712344932e+04 
       2.005309191462e-02       2.387783746081e+04 
       2.016825076967e-02       2.383736267971e+04 
       2.028350647446e-02       2.379551031527e+04 
       2.039886101914e-02       2.375386030853e+04 
       2.051431644261e-02       2.371087477176e+04 
       2.062987483371e-02       2.366742443221e+04 
       2.074553833248e-02       2.362327347359e+04 
       2.086130913150e-02       2.357840309769e+04 
       2.097718947715e-02       2.353318265574e+04 
       2.109318167106e-02       2.348685895569e+04 
       2.120928807153e-02       2.343973903297e+04 
