# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1526       5.270329762056e-11       1.064277955570e-12      -1.644568993739e-12       7.049046347321e-15       9.979432610783e-16       1.394601640694e-17       3.965037907235e-18 
 1527       5.259680428057e-11       1.061588862667e-12      -1.602952954651e-12       7.042957031532e-15       9.952406448846e-16       1.483163528173e-17       3.461976486175e-18 
 1528       5.248714169556e-11       1.059199949390e-12      -1.561558992828e-12       7.036811435852e-15       9.925468092087e-16       1.573282642684e-17       2.961712151609e-18 
 1529       5.237435880260e-11       1.057107947411e-12      -1.520405707622e-12       7.030609862538e-15       9.898617260321e-16       1.664906804647e-17       2.464289408921e-18 
 1530       5.225850483961e-11       1.055309566582e-12      -1.479511791117e-12       7.024352615977e-15       9.871853669599e-16       1.757983539824e-17       1.969752939631e-18 
 1531       5.213962934588e-11       1.053801494893e-12      -1.438896028286e-12       7.018040002687e-15       9.845177032196e-16       1.852460078833e-17       1.478147601647e-18 
 1532       5.201778216260e-11       1.052580398437e-12      -1.398577297136e-12       7.011672331323e-15       9.818587056608e-16       1.948283356647e-17       9.895184295193e-19 
 1533       5.189301343334e-11       1.051642921373e-12      -1.358574568856e-12       7.005249912683e-15       9.792083447540e-16       2.045400012108e-17       5.039106346939e-19 
 1534       5.176537360458e-11       1.050985685880e-12      -1.318906907969e-12       6.998773059707e-15       9.765665905899e-16       2.143756387431e-17       2.136960576475e-20 
 1535       5.163491342624e-11       1.050605292128e-12      -1.279593472475e-12       6.992242087482e-15       9.739334128790e-16       2.243298527712e-17      -4.580590912727e-19 
 1536       5.150168395219e-11       1.050498318235e-12      -1.240653514008e-12       6.985657313248e-15       9.713087809503e-16       2.343972180437e-17      -9.343297127680e-19 
 1537       5.136573654073e-11       1.050661320229e-12      -1.202106377977e-12       6.979019056400e-15       9.686926637510e-16       2.445722794987e-17      -1.407396337163e-18 
 1538       5.122712285517e-11       1.051090832009e-12      -1.163971503717e-12       6.972327638492e-15       9.660850298454e-16       2.548495522147e-17      -1.877212864738e-18 
 1539       5.108589486427e-11       1.051783365310e-12      -1.126268424642e-12       6.965583383238e-15       9.634858474144e-16       2.652235213612e-17      -2.343733017359e-18 
 1540       5.094210484282e-11       1.052735409662e-12      -1.089016768386e-12       6.958786616522e-15       9.608950842542e-16       2.756886421496e-17      -2.806910338226e-18 
 1541       5.079580537211e-11       1.053943432351e-12      -1.052236256960e-12       6.951937666394e-15       9.583127077765e-16       2.862393397838e-17      -3.266698191616e-18 
 1542       5.064704934047e-11       1.055403878386e-12      -1.015946706893e-12       6.945036863080e-15       9.557386850066e-16       2.968700094112e-17      -3.723049762633e-18 
 1543       5.049588994376e-11       1.057113170452e-12      -9.801680293878e-13       6.938084538981e-15       9.531729825834e-16       3.075750160729e-17      -4.175918056956e-18 
 1544       5.034238068593e-11       1.059067708880e-12      -9.449202304631e-13       6.931081028682e-15       9.506155667585e-16       3.183486946550e-17      -4.625255900580e-18 
 1545       5.018657537948e-11       1.061263871605e-12      -9.102234111072e-13       6.924026668948e-15       9.480664033952e-16       3.291853498392e-17      -5.071015939569e-18 
 1546       5.002852814601e-11       1.063698014127e-12      -8.760977674245e-13       6.916921798736e-15       9.455254579679e-16       3.400792560531e-17      -5.513150639800e-18 
 1547       4.986829341672e-11       1.066366469474e-12      -8.425635907845e-13       6.909766759193e-15       9.429926955612e-16       3.510246574217e-17      -5.951612286711e-18 
 1548       4.970592593294e-11       1.069265548165e-12      -8.096412679708e-13       6.902561893661e-15       9.404680808694e-16       3.620157677175e-17      -6.386352985046e-18 
 1549       4.954148074661e-11       1.072391538170e-12      -7.773512813296e-13       6.895307547683e-15       9.379515781954e-16       3.730467703115e-17      -6.817324658603e-18 
 1550       4.937501322086e-11       1.075740704870e-12      -7.457142089184e-13       6.888004069001e-15       9.354431514501e-16       3.841118181240e-17      -7.244479049980e-18 
 1551       4.920657903044e-11       1.079309291023e-12      -7.147507246548e-13       6.880651807568e-15       9.329427641517e-16       3.952050335750e-17      -7.667767720324e-18 
 1552       4.903623416231e-11       1.083093516724e-12      -6.844815984652e-13       6.873251115544e-15       9.304503794248e-16       4.063205085354e-17      -8.087142049076e-18 
 1553       4.886403491610e-11       1.087089579365e-12      -6.549276964337e-13       6.865802347304e-15       9.279659599996e-16       4.174523042776e-17      -8.502553233717e-18 
 1554       4.869003790466e-11       1.091293653598e-12      -6.261099809504e-13       6.858305859440e-15       9.254894682113e-16       4.285944514260e-17      -8.913952289517e-18 
 1555       4.851430005457e-11       1.095701891297e-12      -5.980495108604e-13       6.850762010765e-15       9.230208659991e-16       4.397409499078e-17      -9.321290049280e-18 
 1556       4.833687860663e-11       1.100310421522e-12      -5.707674416126e-13       6.843171162317e-15       9.205601149058e-16       4.508857689041e-17      -9.724517163093e-18 
 1557       4.815783111640e-11       1.105115350474e-12      -5.442850254081e-13       6.835533677362e-15       9.181071760765e-16       4.620228468003e-17      -1.012358409807e-17 
 1558       4.797721707944e-11       1.110112485734e-12      -5.186201118127e-13       6.827850029754e-15       9.156620133424e-16       4.731475228567e-17      -1.051844757679e-17 
 1559       4.779510282269e-11       1.115296506196e-12      -4.937766133563e-13       6.820121130118e-15       9.132246025035e-16       4.842608470227e-17      -1.090908995927e-17 
 1560       4.761155666002e-11       1.120661784263e-12      -4.697549413216e-13       6.812348002736e-15       9.107949221313e-16       4.953653104899e-17      -1.129550004245e-17 
 1561       4.742664727232e-11       1.126202660815e-12      -4.465554962802e-13       6.804531677479e-15       9.083729504920e-16       5.064634176657e-17      -1.167766663812e-17 
 1562       4.724044370800e-11       1.131913445159e-12      -4.241786680684e-13       6.796673189817e-15       9.059586655460e-16       5.175576861945e-17      -1.205557857294e-17 
 1563       4.705301538369e-11       1.137788414976e-12      -4.026248357629e-13       6.788773580824e-15       9.035520449473e-16       5.286506469799e-17      -1.242922468855e-17 
 1564       4.686443208475e-11       1.143821816269e-12      -3.818943676570e-13       6.780833897193e-15       9.011530660426e-16       5.397448442054e-17      -1.279859384160e-17 
 1565       4.667476396591e-11       1.150007863314e-12      -3.619876212363e-13       6.772855191240e-15       8.987617058708e-16       5.508428353565e-17      -1.316367490384e-17 
 1566       4.648408155185e-11       1.156340738604e-12      -3.429049431542e-13       6.764838520917e-15       8.963779411628e-16       5.619471912417e-17      -1.352445676216e-17 
 1567       4.629245573782e-11       1.162814592800e-12      -3.246466692081e-13       6.756784949816e-15       8.940017483402e-16       5.730604960142e-17      -1.388092831869e-17 
 1568       4.609995779017e-11       1.169423544677e-12      -3.072131243150e-13       6.748695547183e-15       8.916331035151e-16       5.841853471934e-17      -1.423307849081e-17 
 1569       4.590665934703e-11       1.176161681075e-12      -2.906046224877e-13       6.740571387925e-15       8.892719824895e-16       5.953243556862e-17      -1.458089621129e-17 
 1570       4.571263241885e-11       1.183023056843e-12      -2.748214668099e-13       6.732413552619e-15       8.869183607545e-16       6.064801458087e-17      -1.492437042827e-17 
 1571       4.551794938900e-11       1.190001694793e-12      -2.598639494129e-13       6.724223127520e-15       8.845722134898e-16       6.176553553075e-17      -1.526349010541e-17 
 1572       4.532268301439e-11       1.197091585640e-12      -2.457323514505e-13       6.716001204571e-15       8.822335155629e-16       6.288526353811e-17      -1.559824422187e-17 
 1573       4.512690642603e-11       1.204286687960e-12      -2.324269430759e-13       6.707748881415e-15       8.799022415289e-16       6.400746507017e-17      -1.592862177246e-17 
 1574       4.493069312966e-11       1.211580928128e-12      -2.199479834163e-13       6.699467261398e-15       8.775783656294e-16       6.513240794364e-17      -1.625461176763e-17 
 1575       4.473411700632e-11       1.218968200274e-12      -2.082957205499e-13       6.691157453581e-15       8.752618617921e-16       6.626036132686e-17      -1.657620323359e-17 
 1576       4.453725231295e-11       1.226442366227e-12      -1.974703914809e-13       6.682820572752e-15       8.729527036303e-16       6.739159574198e-17      -1.689338521235e-17 
 1577       4.434017368300e-11       1.233997255464e-12      -1.874722221155e-13       6.674457739430e-15       8.706508644421e-16       6.852638306708e-17      -1.720614676176e-17 
 1578       4.414295612702e-11       1.241626665060e-12      -1.783014272382e-13       6.666070079875e-15       8.683563172096e-16       6.966499653832e-17      -1.751447695564e-17 
 1579       4.394567503321e-11       1.249324359632e-12      -1.699582104869e-13       6.657658726102e-15       8.660690345990e-16       7.080771075210e-17      -1.781836488380e-17 
 1580       4.374840616810e-11       1.257084071291e-12      -1.624427643291e-13       6.649224815882e-15       8.637889889591e-16       7.195480166721e-17      -1.811779965208e-17 
 1581       4.355122567707e-11       1.264899499589e-12      -1.557552700380e-13       6.640769492759e-15       8.615161523213e-16       7.310654660694e-17      -1.841277038249e-17 
 1582       4.335421008499e-11       1.272764311467e-12      -1.498958976677e-13       6.632293906052e-15       8.592504963986e-16       7.426322426127e-17      -1.870326621321e-17 
 1583       4.315743629678e-11       1.280672141200e-12      -1.448648060295e-13       6.623799210870e-15       8.569919925853e-16       7.542511468901e-17      -1.898927629869e-17 
 1584       4.296098159804e-11       1.288616590353e-12      -1.406621426674e-13       6.615286568116e-15       8.547406119562e-16       7.659249931993e-17      -1.927078980967e-17 
 1585       4.276492365562e-11       1.296591227720e-12      -1.372880438344e-13       6.606757144500e-15       8.524963252659e-16       7.776566095690e-17      -1.954779593332e-17 
 1586       4.256934051822e-11       1.304589589277e-12      -1.347426344677e-13       6.598212112546e-15       8.502591029485e-16       7.894488377809e-17      -1.982028387324e-17 
 1587       4.237431061701e-11       1.312605178132e-12      -1.330260281649e-13       6.589652650600e-15       8.480289151166e-16       8.013045333904e-17      -2.008824284954e-17 
 1588       4.217991276618e-11       1.320631464468e-12      -1.321383271601e-13       6.581079942843e-15       8.458057315610e-16       8.132265657488e-17      -2.035166209893e-17 
 1589       4.198622616356e-11       1.328661885494e-12      -1.320796222988e-13       6.572495179295e-15       8.435895217498e-16       8.252178180242e-17      -2.061053087476e-17 
 1590       4.179333039123e-11       1.336689845394e-12      -1.328499930148e-13       6.563899555826e-15       8.413802548280e-16       8.372811872234e-17      -2.086483844707e-17 
 1591       4.160130541608e-11       1.344708715273e-12      -1.344495073053e-13       6.555294274169e-15       8.391778996168e-16       8.494195842131e-17      -2.111457410272e-17 
 1592       4.141023159043e-11       1.352711833106e-12      -1.368782217070e-13       6.546680541921e-15       8.369824246130e-16       8.616359337414e-17      -2.135972714538e-17 
 1593       4.122018965262e-11       1.360692503685e-12      -1.401361812718e-13       6.538059572560e-15       8.347937979885e-16       8.739331744596e-17      -2.160028689562e-17 
